"operator","technology","download","speed_kbps","signal_strength","lsa"
"JIO","4G","download","75928","-90","Bihar"
"AIRTEL","4G","upload","45","na","Haryana"
"JIO","4G","upload","9284","-90","Gujarat"
"JIO","4G","download","57564","-90","Delhi"
"AIRTEL","4G","upload","2409","-99","Haryana"
"JIO","4G","upload","8736","-87","Bihar"
"JIO","4G","upload","9270","-90","Rajasthan"
"JIO","4G","upload","6944","-82","Haryana"
"JIO","4G","download","69016","-90","Gujarat"
"JIO","4G","download","81307","-90","Gujarat"
"Vi India","4G","download","27069","-85","Maharashtra"
"JIO","4G","download","12506","na","Gujarat"
"AIRTEL","4G","download","4613","-101","Haryana"
"AIRTEL","4G","upload","907","-108","Haryana"
"AIRTEL","4G","upload","339","-96","Madhya Pradesh"
"AIRTEL","4G","download","3438","-105","Haryana"
"JIO","4G","download","24763","-92","Kerala"
"JIO","4G","upload","144","na","Haryana"
"JIO","4G","download","8828","-110","Andhra Pradesh"
"AIRTEL","4G","upload","987","-103","Haryana"
"JIO","4G","download","14930","-95","Haryana"
"JIO","4G","upload","3449","-86","Haryana"
"JIO","4G","download","19467","-69","Andhra Pradesh"
"JIO","4G","upload","7526","-90","Maharashtra"
"JIO","4G","upload","1931","-97","Haryana"
"JIO","4G","download","28163","-67","Haryana"
"AIRTEL","4G","upload","2462","-103","Haryana"
"JIO","4G","download","8947","na","Orissa"
"JIO","4G","upload","1308","-93","UP East"
"AIRTEL","4G","upload","6300","-92","UP East"
"JIO","4G","upload","933","-106","Chennai"
"JIO","4G","upload","10","na","Karnataka"
"AIRTEL","4G","download","409","-102","Haryana"
"AIRTEL","4G","upload","29477","-72","Haryana"
"JIO","4G","upload","160","na","Haryana"
"JIO","4G","upload","9708","-90","Rajasthan"
"JIO","4G","download","50758","-90","Kolkata"
"Vi India","4G","upload","7974","-97","Rajasthan"
"JIO","4G","download","60909","-90","Delhi"
"JIO","4G","download","2198","-87","Bihar"
"JIO","4G","download","74282","-90","Rajasthan"
"JIO","4G","upload","286","-98","Haryana"
"JIO","4G","download","9560","-61","Haryana"
"JIO","4G","download","39127","-90","Kolkata"
"Vi India","4G","download","22162","-89","Punjab"
"AIRTEL","4G","upload","413","-101","Haryana"
"JIO","4G","download","72974","-90","Tamil Nadu"
"JIO","4G","upload","1205","-93","Delhi"
"JIO","4G","download","28000","-77","Haryana"
"JIO","4G","upload","9504","-90","Tamil Nadu"
"AIRTEL","4G","download","13163","-89","Haryana"
"AIRTEL","4G","download","13475","-77","Haryana"
"JIO","4G","upload","587","-95","Kolkata"
"JIO","4G","download","69084","-90","Maharashtra"
"JIO","4G","download","69397","-90","Maharashtra"
"JIO","4G","download","10308","-95","Tamil Nadu"
"Vi India","4G","upload","16144","-106","Gujarat"
"JIO","4G","upload","7599","-90","Tamil Nadu"
"AIRTEL","4G","download","19887","-104","Orissa"
"AIRTEL","4G","upload","16837","-82","Haryana"
"Vi India","4G","download","1568","na","Rajasthan"
"JIO","4G","download","3478","-95","Haryana"
"JIO","4G","upload","2664","-109","Himachal Pradesh"
"JIO","4G","upload","29408","-73","Haryana"
"JIO","4G","download","6327","na","Madhya Pradesh"
"JIO","4G","download","22891","-92","Haryana"
"AIRTEL","4G","download","23740","-95","West Bengal"
"AIRTEL","4G","upload","15695","-107","Haryana"
"JIO","4G","upload","172","-93","Haryana"
"AIRTEL","4G","download","2001","-109","Haryana"
"JIO","4G","upload","767","-94","Haryana"
"JIO","4G","upload","219","-109","Tamil Nadu"
"JIO","4G","upload","5773","-83","Gujarat"
"AIRTEL","4G","download","1917","-80","Andhra Pradesh"
"AIRTEL","4G","upload","883","-108","Haryana"
"JIO","4G","download","2894","-104","Haryana"
"AIRTEL","4G","upload","586","-103","Haryana"
"AIRTEL","4G","download","4115","-99","Haryana"
"AIRTEL","4G","upload","1315","-103","Mumbai"
"AIRTEL","4G","upload","936","-103","Haryana"
"AIRTEL","4G","download","18988","-100","West Bengal"
"JIO","4G","download","25002","-81","Haryana"
"JIO","4G","upload","3476","-76","Haryana"
"CELLONE","3G","upload","1780","-86","Kolkata"
"AIRTEL","4G","upload","1089","-87","Haryana"
"AIRTEL","4G","download","6007","-95","Haryana"
"AIRTEL","4G","upload","3510","-92","Haryana"
"JIO","4G","upload","2701","-71","Haryana"
"JIO","4G","upload","106","-93","Haryana"
"JIO","4G","upload","18421","-88","Haryana"
"AIRTEL","4G","download","23015","-101","Delhi"
"Vi India","4G","download","25141","-98","Gujarat"
"JIO","4G","upload","5912","-89","Haryana"
"AIRTEL","4G","download","500","na","Maharashtra"
"JIO","4G","download","2654","-108","Kerala"
"JIO","4G","download","6343","-97","North East"
"JIO","4G","upload","1140","-88","Madhya Pradesh"
"AIRTEL","4G","download","5340","-91","Haryana"
"AIRTEL","4G","download","2548","-79","West Bengal"
"AIRTEL","4G","upload","5155","-100","Kerala"
"AIRTEL","4G","upload","21633","-80","Haryana"
"AIRTEL","4G","upload","35388","-79","Haryana"
"Vi India","4G","download","8839","-108","Gujarat"
"AIRTEL","4G","download","750","na","Kerala"
"JIO","4G","download","11811","-89","Haryana"
"AIRTEL","4G","download","650","-103","UP West"
"AIRTEL","4G","upload","753","-106","Karnataka"
"AIRTEL","4G","upload","739","-106","Tamil Nadu"
"JIO","4G","upload","50","na","Assam"
"AIRTEL","4G","download","12261","-107","UP West"
"AIRTEL","4G","download","19559","-94","Haryana"
"JIO","4G","upload","13659","-91","Gujarat"
"JIO","4G","download","5408","-96","Haryana"
"JIO","4G","upload","2986","-95","Jammu & Kashmir"
"JIO","4G","download","3686","-108","Haryana"
"AIRTEL","4G","download","65525","-78","Haryana"
"JIO","4G","download","6916","-54","Haryana"
"AIRTEL","4G","upload","422","-109","West Bengal"
"AIRTEL","4G","upload","362","-91","Haryana"
"JIO","4G","upload","227","-91","Haryana"
"Vi India","4G","download","10262","-95","Kerala"
"JIO","4G","upload","155","-86","Haryana"
"AIRTEL","4G","download","85","-95","Haryana"
"JIO","4G","upload","2855","-107","Kerala"
"JIO","4G","download","3014","-111","Andhra Pradesh"
"AIRTEL","4G","download","31137","-82","Haryana"
"JIO","4G","upload","310","-112","Kerala"
"JIO","4G","upload","18531","-82","Tamil Nadu"
"JIO","4G","upload","1403","-102","Haryana"
"JIO","4G","download","14035","-76","Haryana"
"AIRTEL","4G","upload","2352","-98","Haryana"
"JIO","4G","download","10685","-108","Bihar"
"AIRTEL","4G","upload","231","-97","Haryana"
"JIO","4G","upload","109","-101","Haryana"
"JIO","4G","download","9471","-88","Haryana"
"AIRTEL","4G","download","5675","-104","Karnataka"
"AIRTEL","4G","download","27913","-108","Haryana"
"JIO","4G","download","2465","-102","Madhya Pradesh"
"JIO","4G","download","2186","-105","Haryana"
"JIO","4G","upload","2720","-96","Haryana"
"AIRTEL","4G","download","17957","-101","Haryana"
"AIRTEL","4G","upload","206","na","Haryana"
"AIRTEL","4G","download","74302","-78","Haryana"
"AIRTEL","4G","upload","1032","-99","Haryana"
"JIO","4G","upload","4052","-95","UP West"
"AIRTEL","4G","download","19850","-89","Haryana"
"JIO","4G","upload","4222","-88","Orissa"
"AIRTEL","4G","download","5718","-102","Haryana"
"AIRTEL","4G","download","25066","-107","Haryana"
"AIRTEL","4G","upload","4985","-106","Haryana"
"JIO","4G","download","22915","-86","Haryana"
"Vi India","4G","download","2779","-112","Kolkata"
"AIRTEL","4G","upload","1177","-88","Haryana"
"AIRTEL","4G","download","16986","-94","Haryana"
"JIO","4G","download","9556","na","Kerala"
"JIO","4G","upload","2408","-96","Haryana"
"AIRTEL","4G","download","16546","-92","Haryana"
"AIRTEL","4G","upload","1093","-92","Haryana"
"AIRTEL","4G","upload","4613","na","Haryana"
"AIRTEL","4G","download","9592","-105","Haryana"
"JIO","4G","upload","99","na","Kerala"
"JIO","4G","upload","975","-100","Haryana"
"AIRTEL","4G","download","32484","-96","Haryana"
"AIRTEL","4G","upload","14514","-83","Gujarat"
"AIRTEL","4G","upload","1388","na","Rajasthan"
"JIO","4G","download","13965","-109","Karnataka"
"JIO","4G","upload","155","-106","Haryana"
"JIO","4G","upload","4349","-109","Haryana"
"AIRTEL","4G","upload","23962","-89","Haryana"
"JIO","4G","download","13266","-100","Haryana"
"AIRTEL","4G","upload","15892","-87","Maharashtra"
"JIO","4G","download","10656","-97","West Bengal"
"AIRTEL","4G","download","27152","-65","Haryana"
"AIRTEL","4G","upload","6592","-72","Haryana"
"AIRTEL","4G","upload","5911","-106","Rajasthan"
"JIO","4G","upload","3765","-103","Madhya Pradesh"
"AIRTEL","4G","download","41456","-91","Haryana"
"JIO","4G","download","45766","-96","Mumbai"
"AIRTEL","4G","upload","697","-108","Haryana"
"AIRTEL","4G","download","3660","-105","Haryana"
"JIO","4G","upload","821","na","Kolkata"
"JIO","4G","upload","2331","-112","Gujarat"
"AIRTEL","4G","upload","11208","-99","Haryana"
"JIO","4G","upload","252","-109","Haryana"
"JIO","4G","upload","10315","-98","Delhi"
"JIO","4G","upload","381","na","Haryana"
"JIO","4G","upload","2181","-103","UP West"
"JIO","4G","download","16341","-92","Haryana"
"AIRTEL","4G","download","47907","-89","Haryana"
"AIRTEL","4G","download","24665","-109","Haryana"
"JIO","4G","upload","16079","-87","Haryana"
"AIRTEL","4G","download","31141","-95","Haryana"
"JIO","4G","download","4786","-77","Haryana"
"JIO","4G","download","6184","-107","Haryana"
"JIO","4G","upload","6343","-104","Gujarat"
"AIRTEL","4G","download","14637","-102","Haryana"
"JIO","4G","download","46537","-73","Haryana"
"AIRTEL","4G","download","11711","-112","Haryana"
"AIRTEL","4G","upload","25510","-91","Maharashtra"
"AIRTEL","4G","download","42162","-99","Haryana"
"JIO","4G","download","16497","-98","UP East"
"JIO","4G","download","19828","na","Mumbai"
"AIRTEL","4G","upload","2108","-103","Haryana"
"JIO","4G","download","35762","-86","UP West"
"AIRTEL","4G","download","19694","-84","Haryana"
"AIRTEL","4G","download","39866","-101","Haryana"
"AIRTEL","4G","download","34011","-92","Haryana"
"JIO","4G","upload","16976","-98","Haryana"
"JIO","4G","upload","606","na","Tamil Nadu"
"AIRTEL","4G","upload","1292","-95","Haryana"
"AIRTEL","4G","download","11583","-107","Haryana"
"JIO","4G","upload","1608","-74","Haryana"
"JIO","4G","upload","2552","-99","Haryana"
"JIO","4G","download","745","-81","Haryana"
"AIRTEL","4G","download","282","-95","Bihar"
"AIRTEL","4G","upload","5361","-106","Haryana"
"AIRTEL","4G","upload","22926","-107","Haryana"
"AIRTEL","4G","download","13352","-102","Haryana"
"JIO","4G","upload","5861","-98","Maharashtra"
"AIRTEL","4G","upload","547","-94","Haryana"
"JIO","4G","upload","29390","-75","Haryana"
"AIRTEL","4G","download","17767","-105","UP East"
"JIO","4G","upload","1563","-108","Maharashtra"
"AIRTEL","4G","upload","2309","-98","Rajasthan"
"AIRTEL","4G","download","4010","-93","Haryana"
"JIO","4G","download","27842","-91","Haryana"
"AIRTEL","4G","download","13442","-108","Haryana"
"JIO","4G","download","20605","-93","Haryana"
"AIRTEL","4G","download","1429","-111","Haryana"
"AIRTEL","4G","download","7194","-103","Madhya Pradesh"
"AIRTEL","4G","upload","293","-100","Haryana"
"AIRTEL","4G","upload","1439","-112","UP East"
"AIRTEL","4G","download","26195","-90","Haryana"
"JIO","4G","download","50026","-76","Orissa"
"JIO","4G","download","27291","-105","Haryana"
"Vi India","4G","upload","38586","-91","Gujarat"
"JIO","4G","upload","331","-110","Haryana"
"Vi India","4G","upload","12300","-102","Maharashtra"
"JIO","4G","download","13382","-98","Kerala"
"AIRTEL","4G","upload","26194","-103","Haryana"
"AIRTEL","4G","download","27554","-107","Kerala"
"JIO","4G","download","1121","na","Bihar"
"JIO","4G","download","6095","-96","Haryana"
"JIO","4G","download","5894","-101","Haryana"
"JIO","4G","download","18542","-106","Rajasthan"
"JIO","4G","upload","167","-104","Haryana"
"JIO","4G","download","20830","-108","Gujarat"
"AIRTEL","4G","download","36914","-95","Haryana"
"Vi India","4G","upload","25322","-87","Tamil Nadu"
"JIO","4G","upload","332","-103","Haryana"
"AIRTEL","4G","download","7374","na","Haryana"
"JIO","4G","download","15969","-95","West Bengal"
"AIRTEL","4G","upload","2066","-101","Haryana"
"AIRTEL","4G","download","24930","-102","Andhra Pradesh"
"JIO","4G","upload","1083","-103","Gujarat"
"AIRTEL","4G","download","24871","-86","Delhi"
"JIO","4G","upload","5499","-90","Madhya Pradesh"
"JIO","4G","upload","9321","-90","Gujarat"
"JIO","4G","upload","635","-99","Delhi"
"JIO","4G","upload","11609","-102","Haryana"
"AIRTEL","4G","upload","34892","-94","Andhra Pradesh"
"JIO","4G","upload","4340","-90","Delhi"
"JIO","4G","upload","9698","-89","Haryana"
"JIO","4G","upload","5261","-90","Kolkata"
"Vi India","4G","upload","1402","-83","Rajasthan"
"JIO","4G","download","41530","-72","Haryana"
"Vi India","4G","download","2314","-112","Maharashtra"
"JIO","4G","upload","6780","-86","Madhya Pradesh"
"JIO","4G","download","32604","-72","Haryana"
"AIRTEL","4G","download","10809","-82","Haryana"
"JIO","4G","download","44118","-90","Kolkata"
"AIRTEL","4G","download","20668","-111","Delhi"
"AIRTEL","4G","upload","5834","-97","UP East"
"AIRTEL","4G","download","617","-109","UP East"
"Vi India","4G","upload","25618","-94","West Bengal"
"AIRTEL","4G","download","14","na","UP East"
"AIRTEL","4G","download","10721","-108","Mumbai"
"JIO","4G","download","83472","-90","Delhi"
"AIRTEL","4G","download","7283","-93","Maharashtra"
"JIO","4G","upload","8902","-90","Kolkata"
"JIO","4G","download","18505","-81","UP East"
"JIO","4G","download","80608","-90","Delhi"
"JIO","4G","upload","8311","-90","Bihar"
"JIO","4G","upload","4371","-90","Kolkata"
"JIO","4G","upload","124","-79","Haryana"
"JIO","4G","download","75026","-90","Delhi"
"JIO","4G","download","1995","-101","Kolkata"
"JIO","4G","download","24548","-96","Haryana"
"JIO","4G","upload","3067","-90","Bihar"
"JIO","4G","upload","3470","-90","Delhi"
"JIO","4G","download","68180","-90","Maharashtra"
"AIRTEL","4G","upload","615","-110","Haryana"
"AIRTEL","4G","upload","3440","-104","Maharashtra"
"AIRTEL","4G","download","31649","-83","Haryana"
"JIO","4G","upload","7725","-90","Rajasthan"
"JIO","4G","upload","7663","-90","Bihar"
"JIO","4G","upload","217","-106","Haryana"
"AIRTEL","4G","download","45717","-92","Maharashtra"
"Vi India","4G","upload","13711","-87","Gujarat"
"JIO","4G","download","69530","-90","Maharashtra"
"JIO","4G","upload","9285","-90","Maharashtra"
"JIO","4G","download","68320","-90","Rajasthan"
"JIO","4G","download","68603","-90","Rajasthan"
"JIO","4G","download","24783","-105","Tamil Nadu"
"JIO","4G","download","82212","-90","Delhi"
"JIO","4G","upload","699","-102","Haryana"
"AIRTEL","4G","download","12456","-84","UP East"
"Vi India","4G","upload","1162","-111","Kerala"
"JIO","4G","upload","9178","-90","Maharashtra"
"CELLONE","3G","download","1009","na","UP West"
"AIRTEL","4G","download","774","-105","Haryana"
"JIO","4G","download","40021","-90","Bihar"
"JIO","4G","upload","10222","-90","UP East"
"AIRTEL","4G","upload","621","-94","Karnataka"
"JIO","4G","download","77722","-90","Kolkata"
"JIO","4G","upload","1635","-100","Rajasthan"
"AIRTEL","4G","download","127283","-87","Karnataka"
"JIO","4G","download","68893","-90","Delhi"
"JIO","4G","upload","13093","-86","Haryana"
"AIRTEL","4G","upload","1315","-105","Haryana"
"JIO","4G","download","1474","-106","Maharashtra"
"JIO","4G","upload","389","-108","Orissa"
"JIO","4G","download","40006","-99","Gujarat"
"JIO","4G","download","2369","-106","Punjab"
"JIO","4G","upload","7522","-90","Maharashtra"
"Vi India","4G","upload","2474","-104","UP East"
"AIRTEL","4G","download","15951","-91","Haryana"
"JIO","4G","upload","9290","-90","Maharashtra"
"JIO","4G","upload","9263","-90","Maharashtra"
"AIRTEL","4G","upload","8057","-90","Tamil Nadu"
"AIRTEL","4G","upload","233","-109","Haryana"
"AIRTEL","4G","download","1229","-104","Haryana"
"JIO","4G","download","63087","-90","Kolkata"
"JIO","4G","download","10927","-96","Haryana"
"JIO","4G","download","68960","-90","Rajasthan"
"JIO","4G","download","68918","-90","Gujarat"
"AIRTEL","4G","download","26522","-92","Haryana"
"AIRTEL","4G","upload","4228","-95","Haryana"
"AIRTEL","4G","upload","5057","-83","Haryana"
"JIO","4G","download","60569","-90","Bihar"
"AIRTEL","4G","upload","1962","-100","Haryana"
"JIO","4G","download","65900","-90","Rajasthan"
"JIO","4G","download","25707","-89","Haryana"
"JIO","4G","download","15061","-104","Haryana"
"AIRTEL","4G","download","484","-109","Haryana"
"JIO","4G","download","81557","-90","Kolkata"
"JIO","4G","download","26403","-75","Punjab"
"JIO","4G","upload","2792","-90","Delhi"
"JIO","4G","upload","2839","-90","Kolkata"
"JIO","4G","download","46449","-90","Delhi"
"JIO","4G","upload","7647","-90","Bihar"
"JIO","4G","download","81153","-90","Delhi"
"AIRTEL","4G","download","25604","-104","Haryana"
"JIO","4G","download","3209","-89","Haryana"
"JIO","4G","download","19678","-80","Haryana"
"JIO","4G","upload","352","-104","Haryana"
"AIRTEL","4G","download","28743","-99","Haryana"
"JIO","4G","upload","27458","-78","UP West"
"JIO","4G","upload","1743","-88","Haryana"
"JIO","4G","download","52663","-88","Tamil Nadu"
"AIRTEL","4G","upload","4255","-83","Haryana"
"JIO","4G","upload","185","na","Haryana"
"JIO","4G","download","18054","-83","Tamil Nadu"
"JIO","4G","upload","9353","-90","Gujarat"
"AIRTEL","4G","upload","1324","-101","West Bengal"
"AIRTEL","4G","upload","1790","-98","Haryana"
"AIRTEL","4G","upload","2005","-75","Haryana"
"CELLONE","3G","download","1015","-67","Rajasthan"
"AIRTEL","4G","download","424","-106","West Bengal"
"AIRTEL","4G","upload","1193","-100","Haryana"
"AIRTEL","4G","download","3141","-109","Andhra Pradesh"
"JIO","4G","upload","229","-100","Haryana"
"JIO","4G","download","349","-112","Haryana"
"AIRTEL","4G","upload","867","na","UP East"
"JIO","4G","download","48276","-90","Bihar"
"AIRTEL","4G","upload","1670","-98","Haryana"
"JIO","4G","upload","5129","-90","Bihar"
"AIRTEL","4G","upload","2464","-109","Haryana"
"JIO","4G","download","464","-108","Haryana"
"JIO","4G","upload","16571","-79","Haryana"
"AIRTEL","4G","download","2792","-80","Haryana"
"AIRTEL","4G","upload","2892","-105","Haryana"
"AIRTEL","4G","download","25931","-99","Haryana"
"AIRTEL","4G","upload","1628","-95","Haryana"
"AIRTEL","4G","download","10429","-100","Haryana"
"JIO","4G","download","46344","-83","Haryana"
"AIRTEL","4G","download","19895","-99","Haryana"
"AIRTEL","4G","upload","1961","-87","Rajasthan"
